Country,Region,Happiness Rank,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom to Make Life Choices,Corruption Perception,Generosity,Dystopia Residual,Year
Australia,Australia and New Zealand,11.0,7.228,1.372,1.548,1.036,0.557,0.29,0.332,,2019
Costa Rica,Latin America and Caribbean,12.0,7.167,1.034,1.441,0.963,0.558,0.093,0.144,,2019
Israel,Middle East and Northern Africa,13.0,7.139,1.276,1.455,1.029,0.371,0.082,0.261,,2019
Luxembourg,Western Europe,14.0,7.09,1.609,1.479,1.012,0.526,0.316,0.194,,2019
United Kingdom,Western Europe,15.0,7.054,1.333,1.538,0.996,0.45,0.278,0.348,,2019
Ireland,Western Europe,16.0,7.021,1.499,1.553,0.999,0.516,0.31,0.298,,2019
Germany,Western Europe,17.0,6.985,1.373,1.454,0.987,0.495,0.265,0.261,,2019
Belgium,Western Europe,18.0,6.923,1.356,1.504,0.986,0.473,0.21,0.16,,2019
United States,North America,19.0,6.892,1.433,1.457,0.874,0.454,0.128,0.28,,2019
Czech Republic,Central and Eastern Europe,20.0,6.852,1.269,1.487,0.92,0.457,0.036,0.046,,2019
United Arab Emirates,Middle East and Northern Africa,21.0,6.825,1.503,1.31,0.825,0.598,0.182,0.262,,2019
Malta,Western Europe,22.0,6.726,1.3,1.52,0.999,0.564,0.151,0.375,,2019
Mexico,Latin America and Caribbean,23.0,6.595,1.07,1.323,0.861,0.433,0.073,0.074,,2019
France,Western Europe,24.0,6.592,1.324,1.472,1.045,0.436,0.183,0.111,,2019
Taiwan,Eastern Asia,25.0,6.446,1.368,1.43,0.914,0.351,0.097,0.242,,2019
Chile,Latin America and Caribbean,26.0,6.444,1.159,1.369,0.92,0.357,0.056,0.187,,2019
Guatemala,Latin America and Caribbean,27.0,6.436,0.8,1.269,0.746,0.535,0.078,0.175,,2019
Saudi Arabia,Middle East and Northern Africa,28.0,6.375,1.403,1.357,0.795,0.439,0.132,0.08,,2019
Qatar,Middle East and Northern Africa,29.0,6.374,1.684,1.313,0.871,0.555,0.167,0.22,,2019
Spain,Western Europe,30.0,6.354,1.286,1.484,1.062,0.362,0.079,0.153,,2019
Panama,Latin America and Caribbean,31.0,6.321,1.149,1.442,0.91,0.516,0.054,0.109,,2019
Brazil,Latin America and Caribbean,32.0,6.3,1.004,1.439,0.802,0.39,0.086,0.099,,2019
Uruguay,Latin America and Caribbean,33.0,6.293,1.124,1.465,0.891,0.523,0.15,0.127,,2019
Singapore,Southeastern Asia,34.0,6.262,1.572,1.463,1.141,0.556,0.453,0.271,,2019
El Salvador,Latin America and Caribbean,35.0,6.253,0.794,1.242,0.789,0.43,0.074,0.093,,2019
Italy,Western Europe,36.0,6.223,1.294,1.488,1.039,0.231,0.03,0.158,,2019
Bahrain,Middle East and Northern Africa,37.0,6.199,1.362,1.368,0.871,0.536,0.11,0.255,,2019
Slovakia,Central and Eastern Europe,38.0,6.198,1.246,1.504,0.881,0.334,0.014,0.121,,2019
Trinidad and Tobago,Latin America and Caribbean,39.0,6.192,1.231,1.477,0.713,0.489,0.016,0.185,,2019
Poland,Central and Eastern Europe,40.0,6.182,1.206,1.438,0.884,0.483,0.05,0.117,,2019
Uzbekistan,Central and Eastern Europe,41.0,6.174,0.745,1.529,0.756,0.631,0.24,0.322,,2019
Lithuania,Central and Eastern Europe,42.0,6.149,1.238,1.515,0.818,0.291,0.042,0.043,,2019
Colombia,Latin America and Caribbean,43.0,6.125,0.985,1.41,0.841,0.47,0.034,0.099,,2019
Slovenia,Central and Eastern Europe,44.0,6.118,1.258,1.523,0.953,0.564,0.057,0.144,,2019
Nicaragua,Latin America and Caribbean,45.0,6.105,0.694,1.325,0.835,0.435,0.127,0.2,,2019
Kosovo,Central and Eastern Europe,46.0,6.1,0.882,1.232,0.758,0.489,0.006,0.262,,2019
Argentina,Latin America and Caribbean,47.0,6.086,1.092,1.432,0.881,0.471,0.05,0.066,,2019
Romania,Central and Eastern Europe,48.0,6.07,1.162,1.232,0.825,0.462,0.005,0.083,,2019
Cyprus,Western Europe,49.0,6.046,1.263,1.223,1.042,0.406,0.041,0.19,,2019
Ecuador,Latin America and Caribbean,50.0,6.028,0.912,1.312,0.868,0.498,0.087,0.126,,2019
Kuwait,Middle East and Northern Africa,51.0,6.021,1.5,1.319,0.808,0.493,0.097,0.142,,2019
Thailand,Southeastern Asia,52.0,6.008,1.05,1.409,0.828,0.557,0.028,0.359,,2019
Latvia,Central and Eastern Europe,53.0,5.94,1.187,1.465,0.812,0.264,0.064,0.075,,2019
South Korea,Eastern Asia,54.0,5.895,1.301,1.219,1.036,0.159,0.056,0.175,,2019
Estonia,Central and Eastern Europe,55.0,5.893,1.237,1.528,0.874,0.495,0.161,0.103,,2019
Jamaica,Latin America and Caribbean,56.0,5.89,0.831,1.478,0.831,0.49,0.028,0.107,,2019
Mauritius,Sub-Saharan Africa,57.0,5.888,1.12,1.402,0.798,0.498,0.06,0.215,,2019
Japan,Eastern Asia,58.0,5.886,1.327,1.419,1.088,0.445,0.14,0.069,,2019
Honduras,Latin America and Caribbean,59.0,5.86,0.642,1.236,0.828,0.507,0.078,0.246,,2019
Kazakhstan,Central and Eastern Europe,60.0,5.809,1.173,1.508,0.729,0.41,0.096,0.146,,2019
Bolivia,Latin America and Caribbean,61.0,5.779,0.776,1.209,0.706,0.511,0.064,0.137,,2019
Hungary,Central and Eastern Europe,62.0,5.758,1.201,1.41,0.828,0.199,0.02,0.081,,2019
Paraguay,Latin America and Caribbean,63.0,5.743,0.855,1.475,0.777,0.514,0.08,0.184,,2019
North Cyprus,Western Europe,64.0,5.718,1.263,1.252,1.042,0.417,0.162,0.191,,2019
Peru,Latin America and Caribbean,65.0,5.697,0.96,1.274,0.854,0.455,0.027,0.083,,2019
Portugal,Western Europe,66.0,5.693,1.221,1.431,0.999,0.508,0.025,0.047,,2019
Pakistan,Southern Asia,67.0,5.653,0.677,0.886,0.535,0.313,0.098,0.22,,2019
Russia,Central and Eastern Europe,68.0,5.648,1.183,1.452,0.726,0.334,0.031,0.082,,2019
Philippines,Southeastern Asia,69.0,5.631,0.807,1.293,0.657,0.558,0.107,0.117,,2019
Serbia,Central and Eastern Europe,70.0,5.603,1.004,1.383,0.854,0.282,0.039,0.137,,2019
Moldova,Central and Eastern Europe,71.0,5.529,0.685,1.328,0.739,0.245,0.0,0.181,,2019
Libya,Middle East and Northern Africa,72.0,5.525,1.044,1.303,0.673,0.416,0.152,0.133,,2019
Montenegro,Central and Eastern Europe,73.0,5.523,1.051,1.361,0.871,0.197,0.08,0.142,,2019
Tajikistan,Central and Eastern Europe,74.0,5.467,0.493,1.098,0.718,0.389,0.144,0.23,,2019
Croatia,Central and Eastern Europe,75.0,5.432,1.155,1.266,0.914,0.296,0.022,0.119,,2019
Hong Kong,Eastern Asia,76.0,5.43,1.438,1.277,1.122,0.44,0.287,0.258,,2019
Dominican Republic,Latin America and Caribbean,77.0,5.425,1.015,1.401,0.779,0.497,0.101,0.113,,2019
Bosnia and Herzegovina,Central and Eastern Europe,78.0,5.386,0.945,1.212,0.845,0.212,0.006,0.263,,2019
Turkey,Middle East and Northern Africa,79.0,5.373,1.183,1.36,0.808,0.195,0.106,0.083,,2019
Malaysia,Southeastern Asia,80.0,5.339,1.221,1.171,0.828,0.508,0.024,0.26,,2019
Belarus,Central and Eastern Europe,81.0,5.323,1.067,1.465,0.789,0.235,0.142,0.094,,2019
Greece,Western Europe,82.0,5.287,1.181,1.156,0.999,0.067,0.034,0.0,,2019
Mongolia,Eastern Asia,83.0,5.285,0.948,1.531,0.667,0.317,0.038,0.235,,2019
Macedonia,Central and Eastern Europe,84.0,5.274,0.983,1.294,0.838,0.345,0.034,0.185,,2019
Nigeria,Sub-Saharan Africa,85.0,5.265,0.696,1.111,0.245,0.426,0.041,0.215,,2019
Kyrgyzstan,Central and Eastern Europe,86.0,5.261,0.551,1.438,0.723,0.508,0.023,0.3,,2019
Turkmenistan,Central and Eastern Europe,87.0,5.247,1.052,1.538,0.657,0.394,0.028,0.244,,2019
Algeria,Middle East and Northern Africa,88.0,5.211,1.002,1.16,0.785,0.086,0.114,0.073,,2019
Morocco,Middle East and Northern Africa,89.0,5.208,0.801,0.782,0.782,0.418,0.076,0.036,,2019
Azerbaijan,Central and Eastern Europe,90.0,5.208,1.043,1.147,0.769,0.351,0.182,0.035,,2019
Lebanon,Middle East and Northern Africa,91.0,5.197,0.987,1.224,0.815,0.216,0.027,0.166,,2019
Indonesia,Southeastern Asia,92.0,5.192,0.931,1.203,0.66,0.491,0.028,0.498,,2019
China,Eastern Asia,93.0,5.191,1.029,1.125,0.893,0.521,0.1,0.058,,2019
Vietnam,Southeastern Asia,94.0,5.175,0.741,1.346,0.851,0.543,0.073,0.147,,2019
Bhutan,Southern Asia,95.0,5.082,0.813,1.321,0.604,0.457,0.167,0.37,,2019
Cameroon,Sub-Saharan Africa,96.0,5.044,0.549,0.91,0.331,0.381,0.037,0.187,,2019
Bulgaria,Central and Eastern Europe,97.0,5.011,1.092,1.513,0.815,0.311,0.004,0.081,,2019
Ghana,Sub-Saharan Africa,98.0,4.996,0.611,0.868,0.486,0.381,0.04,0.245,,2019
Ivory Coast,Sub-Saharan Africa,99.0,4.944,0.569,0.808,0.232,0.352,0.09,0.154,,2019
Nepal,Southern Asia,100.0,4.913,0.446,1.226,0.677,0.439,0.089,0.285,,2019
Jordan,Middle East and Northern Africa,101.0,4.906,0.837,1.225,0.815,0.383,0.13,0.11,,2019
Benin,Sub-Saharan Africa,102.0,4.883,0.393,0.437,0.397,0.349,0.082,0.175,,2019
Congo (Brazzaville),Sub-Saharan Africa,103.0,4.812,0.673,0.799,0.508,0.372,0.093,0.105,,2019
Gabon,Sub-Saharan Africa,104.0,4.799,1.057,1.183,0.571,0.295,0.055,0.043,,2019
Laos,Southeastern Asia,105.0,4.796,0.764,1.03,0.551,0.547,0.164,0.266,,2019
South Africa,Sub-Saharan Africa,106.0,4.722,0.96,1.351,0.469,0.389,0.055,0.13,,2019
Albania,Central and Eastern Europe,107.0,4.719,0.947,0.848,0.874,0.383,0.027,0.178,,2019
Venezuela,Latin America and Caribbean,108.0,4.707,0.96,1.427,0.805,0.154,0.047,0.064,,2019
Cambodia,Southeastern Asia,109.0,4.7,0.574,1.122,0.637,0.609,0.062,0.232,,2019
Palestinian Territories,Middle East and Northern Africa,110.0,4.696,0.657,1.247,0.672,0.225,0.066,0.103,,2019
Senegal,Sub-Saharan Africa,111.0,4.681,0.45,1.134,0.571,0.292,0.072,0.153,,2019
Somalia,Sub-Saharan Africa,112.0,4.668,0.0,0.698,0.268,0.559,0.27,0.243,,2019
Namibia,Sub-Saharan Africa,113.0,4.639,0.879,1.313,0.477,0.401,0.056,0.07,,2019
Niger,Sub-Saharan Africa,114.0,4.628,0.138,0.774,0.366,0.318,0.102,0.188,,2019
Burkina Faso,Sub-Saharan Africa,115.0,4.587,0.331,1.056,0.38,0.255,0.113,0.177,,2019
Armenia,Central and Eastern Europe,116.0,4.559,0.85,1.055,0.815,0.283,0.064,0.095,,2019
Iran,Middle East and Northern Africa,117.0,4.548,1.1,0.842,0.785,0.305,0.125,0.27,,2019
Guinea,Sub-Saharan Africa,118.0,4.534,0.38,0.829,0.375,0.332,0.086,0.207,,2019
Georgia,Central and Eastern Europe,119.0,4.519,0.886,0.666,0.752,0.346,0.164,0.043,,2019
Gambia,Sub-Saharan Africa,120.0,4.516,0.308,0.939,0.428,0.382,0.167,0.269,,2019
Kenya,Sub-Saharan Africa,121.0,4.509,0.512,0.983,0.581,0.431,0.053,0.372,,2019
Mauritania,Sub-Saharan Africa,122.0,4.49,0.57,1.167,0.489,0.066,0.088,0.106,,2019
Mozambique,Sub-Saharan Africa,123.0,4.466,0.204,0.986,0.39,0.494,0.138,0.197,,2019
Tunisia,Middle East and Northern Africa,124.0,4.461,0.921,1.0,0.815,0.167,0.055,0.059,,2019
Bangladesh,Southern Asia,125.0,4.456,0.562,0.928,0.723,0.527,0.143,0.166,,2019
Iraq,Middle East and Northern Africa,126.0,4.437,1.043,0.98,0.574,0.241,0.089,0.148,,2019
Congo (Kinshasa),Sub-Saharan Africa,127.0,4.418,0.094,1.125,0.357,0.269,0.053,0.212,,2019
Mali,Sub-Saharan Africa,128.0,4.39,0.385,1.105,0.308,0.327,0.052,0.153,,2019
Sierra Leone,Sub-Saharan Africa,129.0,4.374,0.268,0.841,0.242,0.309,0.045,0.252,,2019
Sri Lanka,Southern Asia,130.0,4.366,0.949,1.265,0.831,0.47,0.047,0.244,,2019
Myanmar,Southeastern Asia,131.0,4.36,0.71,1.181,0.555,0.525,0.172,0.566,,2019
Chad,Sub-Saharan Africa,132.0,4.35,0.35,0.766,0.192,0.174,0.078,0.198,,2019
Ukraine,Central and Eastern Europe,133.0,4.332,0.82,1.39,0.739,0.178,0.01,0.187,,2019
Ethiopia,Sub-Saharan Africa,134.0,4.286,0.336,1.033,0.532,0.344,0.1,0.209,,2019
Swaziland,Sub-Saharan Africa,135.0,4.212,0.811,1.149,0.0,0.313,0.135,0.074,,2019
Uganda,Sub-Saharan Africa,136.0,4.189,0.332,1.069,0.443,0.356,0.06,0.252,,2019
Egypt,Middle East and Northern Africa,137.0,4.166,0.913,1.039,0.644,0.241,0.067,0.076,,2019
Zambia,Sub-Saharan Africa,138.0,4.107,0.578,1.058,0.426,0.431,0.087,0.247,,2019
Togo,Sub-Saharan Africa,139.0,4.085,0.275,0.572,0.41,0.293,0.085,0.177,,2019
India,Southern Asia,140.0,4.015,0.755,0.765,0.588,0.498,0.085,0.2,,2019
Liberia,Sub-Saharan Africa,141.0,3.975,0.073,0.922,0.443,0.37,0.033,0.233,,2019
Comoros,Sub-Saharan Africa,142.0,3.973,0.274,0.757,0.505,0.142,0.078,0.275,,2019
Madagascar,Sub-Saharan Africa,143.0,3.933,0.274,0.916,0.555,0.148,0.041,0.169,,2019
Lesotho,Sub-Saharan Africa,144.0,3.802,0.489,1.169,0.168,0.359,0.093,0.107,,2019
Burundi,Sub-Saharan Africa,145.0,3.775,0.046,0.447,0.38,0.22,0.18,0.176,,2019
Zimbabwe,Sub-Saharan Africa,146.0,3.663,0.366,1.114,0.433,0.361,0.089,0.151,,2019
Haiti,Latin America and Caribbean,147.0,3.597,0.323,0.688,0.449,0.026,0.11,0.419,,2019
Botswana,Sub-Saharan Africa,148.0,3.488,1.041,1.145,0.538,0.455,0.1,0.025,,2019
Syria,Middle East and Northern Africa,149.0,3.462,0.619,0.378,0.44,0.013,0.141,0.331,,2019
Malawi,Sub-Saharan Africa,150.0,3.41,0.191,0.56,0.495,0.443,0.089,0.218,,2019
Yemen,Middle East and Northern Africa,151.0,3.38,0.287,1.163,0.463,0.143,0.077,0.108,,2019
Rwanda,Sub-Saharan Africa,152.0,3.334,0.359,0.711,0.614,0.555,0.411,0.217,,2019
Tanzania,Sub-Saharan Africa,153.0,3.231,0.476,0.885,0.499,0.417,0.147,0.276,,2019
Afghanistan,Southern Asia,154.0,3.203,0.35,0.517,0.361,0.0,0.025,0.158,,2019
Central African Republic,Sub-Saharan Africa,155.0,3.083,0.026,0.0,0.105,0.225,0.035,0.235,,2019
South Sudan,Sub-Saharan Africa,156.0,2.853,0.306,0.575,0.295,0.01,0.091,0.202,,2019
Finland,Western Europe,1.0,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.477857262,0.159670442,2.762835026,2020
Denmark,Western Europe,2.0,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.495260328,0.242793396,2.432740688,2020
Switzerland,Western Europe,3.0,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.407945901,0.269055754,2.35026741,2020
Iceland,Western Europe,4.0,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.144540772,0.362330228,2.460688114,2020
Norway,Western Europe,5.0,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.434100568,0.287985086,2.168266296,2020
Netherlands,Western Europe,6.0,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.368569762,0.336317569,2.352117062,2020
Sweden,Western Europe,7.0,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.442066371,0.272827893,2.246299267,2020
New Zealand,Australia and New Zealand,8.0,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.461268276,0.325726211,2.128108025,2020
Austria,Western Europe,9.0,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.281256139,0.255509764,2.398446083,2020
Luxembourg,Western Europe,10.0,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.367041469,0.19595392,2.153700352,2020
Canada,North America,11.0,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.351701856,0.28152892,2.195269108,2020
Australia,Australia and New Zealand,12.0,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.335996419,0.324973613,2.129804134,2020
United Kingdom,Western Europe,13.0,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.322601646,0.373433441,2.236721992,2020
Israel,Middle East and Northern Africa,14.0,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.09989845,0.266861796,2.713358402,2020
Costa Rica,Latin America and Caribbean,15.0,7.121399879,0.981107712,1.374853611,0.939635336,0.645017743,0.096362092,0.131266311,2.953135014,2020
Ireland,Western Europe,16.0,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.373433262,0.295426995,1.943878174,2020
Germany,Western Europe,17.0,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.309362292,0.252037704,2.295249462,2020
United States,North America,18.0,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.152284741,0.298143059,2.344124794,2020
Czech Republic,Central and Eastern Europe,19.0,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.049803223,0.046325929,2.796808243,2020
Belgium,Western Europe,20.0,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.208724052,0.146966159,2.348626614,2020
United Arab Emirates,Middle East and Northern Africa,21.0,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.220213518,0.28065598,2.166965961,2020
Malta,Western Europe,22.0,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.178864077,0.341180831,1.952012062,2020
France,Western Europe,23.0,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.227303237,0.112607703,2.053198338,2020
Mexico,Latin America and Caribbean,24.0,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083133668,0.083094485,2.662540197,2020
Taiwan,Eastern Asia,25.0,6.45539999,1.327470541,1.357760668,0.878437996,0.449404389,0.131516352,0.150598705,2.160238743,2020
Uruguay,Latin America and Caribbean,26.0,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.193425074,0.132143691,2.167276382,2020
Saudi Arabia,Middle East and Northern Africa,27.0,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.163322315,0.087440684,2.203118801,2020
Spain,Western Europe,28.0,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.109579779,0.16530548,1.997088432,2020
Guatemala,Latin America and Caribbean,29.0,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.0983603,0.170611665,2.882723093,2020
Italy,Western Europe,30.0,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.040145598,0.170266211,2.249505997,2020
Singapore,Southeastern Asia,31.0,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.533162236,0.218770906,0.937031746,2020
Brazil,Latin America and Caribbean,32.0,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.106518604,0.131674588,2.571860313,2020
Slovenia,Central and Eastern Europe,33.0,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.076516323,0.145701498,1.888586521,2020
El Salvador,Latin America and Caribbean,34.0,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.117030352,0.1189363,2.937191725,2020
Kosovo,Central and Eastern Europe,35.0,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.008559024,0.325286865,2.736902714,2020
Panama,Latin America and Caribbean,36.0,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.054230526,0.097207308,2.221176147,2020
Slovakia,Central and Eastern Europe,37.0,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.011291441,0.116729774,2.256422043,2020
Uzbekistan,Central and Eastern Europe,38.0,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.280260265,0.363311023,2.073346615,2020
Chile,Latin America and Caribbean,39.0,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.06284935,0.155579001,2.283012867,2020
Bahrain,Middle East and Northern Africa,40.0,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.126697257,0.287453711,1.751917362,2020
Lithuania,Central and Eastern Europe,41.0,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.081350274,0.053691041,2.238146067,2020
Trinidad and Tobago,Latin America and Caribbean,42.0,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.015078396,0.199358255,2.190695763,2020
Poland,Central and Eastern Europe,43.0,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.160541251,0.063374244,2.056797981,2020
Colombia,Latin America and Caribbean,44.0,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.04584837,0.092374094,2.421656609,2020
Cyprus,Western Europe,45.0,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.051207144,0.227932334,2.032334805,2020
Nicaragua,Latin America and Caribbean,46.0,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.174084574,0.212871477,2.496081114,2020
Romania,Central and Eastern Europe,47.0,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.000829569,0.068181619,2.412749767,2020
Kuwait,Middle East and Northern Africa,48.0,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.112814933,0.132751092,1.840167999,2020
Mauritius,Sub-Saharan Africa,49.0,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.084088229,0.186894551,2.006720543,2020
Kazakhstan,Central and Eastern Europe,50.0,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.110463686,0.153713793,2.021602631,2020
Estonia,Central and Eastern Europe,51.0,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.201766819,0.125136748,1.629928112,2020
Philippines,Southeastern Asia,52.0,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.130385727,0.129260212,2.501741886,2020
Hungary,Central and Eastern Europe,53.0,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.027548173,0.070491239,2.121845722,2020
Thailand,Southeastern Asia,54.0,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.031837862,0.376709014,1.832384109,2020
Argentina,Latin America and Caribbean,55.0,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.060415059,0.070100471,2.072540998,2020
Honduras,Latin America and Caribbean,56.0,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.086807102,0.256528199,2.464295387,2020
Latvia,Central and Eastern Europe,57.0,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.090391524,0.075407945,2.121283054,2020
Ecuador,Latin America and Caribbean,58.0,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.086753383,0.115006477,2.254933834,2020
Portugal,Western Europe,59.0,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.027733466,0.053036947,1.752558708,2020
Jamaica,Latin America and Caribbean,60.0,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.030147785,0.116268493,2.214436531,2020
South Korea,Eastern Asia,61.0,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.094596282,0.170303866,1.946757078,2020
Japan,Eastern Asia,62.0,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.181439638,0.03571178,1.486200333,2020
Peru,Latin America and Caribbean,63.0,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.02703266,0.091611817,2.213499546,2020
Serbia,Central and Eastern Europe,64.0,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.059447147,0.15028289,2.029040098,2020
Bolivia,Latin America and Caribbean,65.0,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.072942637,0.138375074,2.425928593,2020
Pakistan,Southern Asia,66.0,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.122592121,0.228705063,2.976876736,2020
Paraguay,Latin America and Caribbean,67.0,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.065077379,0.204299241,1.83412528,2020
Dominican Republic,Latin America and Caribbean,68.0,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.115945682,0.112196781,1.844246864,2020
Bosnia and Herzegovina,Central and Eastern Europe,69.0,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.001172487,0.264005244,2.16724205,2020
Moldova,Central and Eastern Europe,70.0,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.014378744,0.174049184,2.370968342,2020
Tajikistan,Central and Eastern Europe,71.0,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.221779913,0.182417125,2.25650835,2020
Montenegro,Central and Eastern Europe,72.0,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.098435111,0.14901033,1.880565882,2020
Russia,Central and Eastern Europe,73.0,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.045699362,0.099041916,1.815716743,2020
Kyrgyzstan,Central and Eastern Europe,74.0,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.030466691,0.30137074,2.060206652,2020
Belarus,Central and Eastern Europe,75.0,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.193607435,0.08993306,1.8069911,2020
North Cyprus,Western Europe,76.0,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199802905,0.199160054,1.23668766,2020
Greece,Western Europe,77.0,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.048844352,0.0,2.016179085,2020
Hong Kong,Eastern Asia,78.0,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.332485437,0.288280904,0.673293114,2020
Croatia,Central and Eastern Europe,79.0,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.012325006,0.113998979,1.676029205,2020
Libya,Middle East and Northern Africa,80.0,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.172258079,0.142757699,1.888563156,2020
Mongolia,Eastern Asia,81.0,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.046533126,0.263885736,1.810527563,2020
Malaysia,Southeastern Asia,82.0,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.062163133,0.274886161,1.319420815,2020
Vietnam,Southeastern Asia,83.0,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.089848459,0.136488721,1.685977936,2020
Indonesia,Southeastern Asia,84.0,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.038278613,0.542646527,1.479573488,2020
Ivory Coast,Sub-Saharan Africa,85.0,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.093495794,0.169915587,3.081022501,2020
Benin,Sub-Saharan Africa,86.0,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.125931874,0.196670428,3.440809727,2020
Maldives,Southern Asia,87.0,5.197599888,0.937864304,1.402287602,0.914439559,0.548203647,0.071906492,0.224198252,1.098674774,2020
Congo (Brazzaville),Sub-Saharan Africa,88.0,5.194399834,0.633616745,0.757636011,0.458101124,0.386514395,0.118670784,0.117216013,2.722619534,2020
Azerbaijan,Central and Eastern Europe,89.0,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.247307181,0.040113214,1.507632971,2020
